Title,Author(s),Publication Year,Publication Source,Retrieval Link
Avgust: Automating Usage-Based Test Generation from Videos of App Executions,"Yixue Zhao, Saghar Talebipour, Kesina Baral, Hyojae Park, Leon Yee, Safwat Ali Khan, Yuriy Brun, Nenad Medvidović, Kevin Moran",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Classifying Edits to Variability in Source Code,"Paul Maximilian Bittner, Christof Tinnes, Alexander Schultheiß, Sören Viegener, Timo Kehrer, Thomas Thüm",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"Code, Quality, and Process Metrics in Graduated and Retired ASFI Projects","Ştefan Stănciulescu, Likang Yin, Vladimir Filkov",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"CommentFinder: A Simpler, Faster, More Accurate Code Review Comments Recommendation","Yang Hong, Kla Tantithamthavorn, Patanamon Thongtanunam, Aldeida Aleti",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
CORMS: A GitHub and Gerrit Based Hybrid Code Reviewer Recommendation Approach for Modern Code Review,"Pandya Prahar Hemantkumar, Saurabh Tiwari",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Corporate Dominance in Open Source Ecosystems: A Case Study of OpenStack,"Yuxia Zhang, Klaas-Jan Stol, Hui Liu, Minghui Zhou",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Correlates of Programmer Efficacy and Their Link to Experience: A Combined EEG and Eye-Tracking Study,"Norman Peitek, Annabelle Bergum, Maurice Rekrut, Jonas Mucke, Matthias Nadig, Chris Parnin, Janet Siegmund, Sven Apel",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Cross-Device Record and Replay for Android Apps,"Cong Li, Yanyan Jiang, Chang Xu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Cross-Language Android Permission Specification,"Chaoran Li, Xiao Chen, Ruoxi Sun, Minhui (Jason) Xue, Sheng Wen, Muhammad Ejaz Ahmed, Seyit Camtepe, Yang Xiang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Declarative Smart Contracts,"Haoxian Chen, Gerald Whitters, Mohammad Javad Amiri, Yuepeng Wang, Boon Thau Loo",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
DeepDev-PERF: A Deep Learning-Based Approach for Improving Software Performance,"Spandan Garg, Roshanak Zilouchian Moghaddam, Colin Clement, Neel Sundaresan, Chen Wu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
DeJITLeak: Eliminating JIT-Induced Timing Side-Channel Leaks,"Qi Qin, JulianAndres JiYang, Fu Song, Taolue Chen, Xinyu Xing",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Demystifying the Underground Ecosystem of Account Registration Bots,"Yuhao Gao, Guoai Xu, Li Li, Xiapu Luo, Chenyu Wang, Yulei Sui",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Detecting Non-crashing Functional Bugs in Android Apps via Deep-State Differential Analysis,"Jue Wang, Yanyan Jiang, Ting Su, Shaohua Li, Chang Xu, Jian Lu, Zhendong Su",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Detecting Simulink Compiler Bugs via Controllable Zombie Blocks Mutation,"Shikai Guo, He Jiang, Zhihao Xu, Xiaochen Li, Zhilei Ren, Zhide Zhou, Rong Chen",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Diet Code Is Healthy: Simplifying Programs for Pre-trained Models of Code,"Zhaowei Zhang, Hongyu Zhang, Beijun Shen, Xiaodong Gu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Do Bugs Lead to Unnaturalness of Source Code?,"Yanjie Jiang, Hui Liu, Yuxia Zhang, Weixing Ji, Hao Zhong, Lu Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
DynaPyt: A Dynamic Analysis Framework for Python,"Aryaz Eghbali, Michael Pradel",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Fault Localization to Detect Co-change Fixing Locations,"Yi Li, Shaohua Wang, Tien N. Nguyen",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
First Come First Served: The Impact of File Position on Code Review,"Enrico Fregnan, Larissa Braz, Marco D'Ambros, Gül Calikli, Alberto Bacchelli",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Fuzzing Deep-Learning Libraries via Automated Relational API Inference,"Yinlin Deng, Chenyuan Yang, Anjiang Wei, Lingming Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Generating Realistic Vulnerabilities via Neural Code Editing: An Empirical Study,"Yu Nong, Yuzhe Ou, Michael Pradel, Feng Chen, Haipeng Cai",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Generic Sensitivity: Customizing Context-Sensitive Pointer Analysis for Generics,"Haofeng Li, Jie Lu, Haining Meng, Liqing Cao, Yongheng Huang, Lian Li, Lin Gao",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Hierarchical Bayesian Multi-kernel Learning for Integrated Classification and Summarization of App Reviews,"Moayad Alshangiti, Weishi Shi, Eduardo Coelho de Lima, Xumin Liu, Qi Yu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
How to Better Utilize Code Graphs in Semantic Code Search?,"Yucen Shi, Ying Yin, Zhengkui Wang, David Lo, Tao Zhang, Xin Xia, Yuhai Zhao, Bowen Xu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
How to Formulate Specific How-To Questions in Software Development?,"Mingwei Liu, Xin Peng, Andrian Marcus, Christoph Treude, Jiazhan Xie, Huanjun Xu, Yanjun Yang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Input Invariants,"Dominic Steinhöfel, Andreas Zeller",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Large-Scale Analysis of Non-Termination Bugs in Real-World OSS Projects,"Xiuhan Shi, Xiaofei Xie, Yi Li, Yao Zhang, Sen Chen, Xiaohong Li",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"Less Training, More Repairing Please: Revisiting Automated Program Repair via Zero-Shot Learning","Chunqiu Steven Xia, Lingming Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Lighting Up Supervised Learning in User Review-Based Code Localization: Dataset and Benchmark,"Xinwen Hu, Yu Guo, Jianjie Lu, Zheling Zhu, Chuanyi Li, Jidong Ge, Liguo Huang, Bin Luo",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
MAAT: A Novel Ensemble Approach to Addressing Fairness and Performance Bugs for Machine Learning Software,"Zhenpeng Chen, Jie M. Zhang, Federica Sarro, Mark Harman",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Making Python Code Idiomatic by Automatic Refactoring Non-idiomatic Python Code with Pythonic Idioms,"zejun zhang, Zhenchang Xing, Xin Xia, Xiwei (Sherry) Xu, Liming Zhu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Minerva: Browser API Fuzzing with Dynamic Mod-Ref Analysis,"Chijin Zhou, Quan Zhang, Mingzhe Wang, Lihua Guo, Jie Liang, Zhe Liu, Mathias Payer, Yu Jiang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Modus: A Datalog Dialect for Building Container Images,"Chris Tomy, Tingmao Wang, Earl T. Barr, Sergey Mechtaev",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
MOSAT: Finding Safety Violations of Autonomous Driving Systems using Multi-objective Genetic Algorithm,"Haoxiang Tian, Yan Jiang, Guoquan Wu, Jiren Yan, Jun Wei, Wei Chen, Shuo Li, Dan Ye",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Multi-Phase Invariant Synthesis,"Daniel Riley, Grigory Fedyukovich",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
NatGen: Generative Pre-training by “Naturalizing” Source Code,"Saikat Chakraborty, Toufique Ahmed, Yangruibo Ding, Prem Devanbu, Baishakhi Ray",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
NeuDep: Neural Binary Memory Dependence Analysis,"Kexin Pei, Dongdong She, Michael Wang, Scott Geng, Zhou Xuan, Yaniv David, Junfeng Yang, Suman Jana, Baishakhi Ray",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Neural Termination Analysis,"Mirco Giacobbe, Daniel Kroening, Julian Parsert",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
NL2Viz: Natural Language to Visualization via Constrained Syntax-Guided Synthesis,"Zhengkai Wu, Vu Le, Ashish Tiwari, Sumit Gulwani, Arjun Radhakrishna, Ivan Radiček, Gustavo Soares, Xinyu Wang, Zhenwen Li, Tao Xie",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
NMTSloth: Understanding and Testing Efficiency Degradation of Neural Machine Translation Systems,"Simin Chen, Cong Liu, Mirazul Haque, Zihe Song, Wei Yang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
No More Fine-Tuning? An Experimental Evaluation of Prompt Tuning in Code Intelligence,"Chaozheng Wang, Yuanhang Yang, Cuiyun Gao, Yun Peng, Hongyu Zhang, Michael Lyu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Online Testing of RESTful APIs: Promises and Challenges,"Alberto Martin-Lopez, Sergio Segura, Antonio Ruiz-Cortés",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
On-the-Fly Syntax Highlighting using Neural Networks,"Marco Edoardo Palma, Pasquale Salza, Harald Gall",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
On the Vulnerability Proneness of Multilingual Code,"Wen Li, Li Li, Haipeng Cai",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Pair Programming Conversations with Agents vs. Developers: Challenges and Opportunities for SE Community,"Peter Robe, Sandeep Kuttal, Jake AuBuchon, Jacob Hart",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Parasol: Efficient Parallel Synthesis of Large Model Spaces,"Clay Stevens, Hamid Bagheri",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
PaReco: Patched Clones and Missed Patches among the Divergent Variants of a Software Family,"Poedjadevie Kadjel Ramkisoen, John Businge, Brent van Bladel, Alexandre Decan , Serge Demeyer, Coen De Roover, Foutse Khomh",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Peahen: Fast and Precise Static Deadlock Detection via Context Reduction,"Yuandao Cai, Chengfeng Ye, Qingkai Shi, Charles Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Perfect Is the Enemy of Test Oracle,"Ali Reza Ibrahimzada, Yigit Varli, Dilara Tekinoglu, Reyhaneh Jabbarvand",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Program Merge Conflict Resolution via Neural Transformers,"Alexey Svyatkovskiy, Sarah Fakhoury, Negar Ghorbani, Todd Mytkowicz, Elizabeth Dinella, Christian Bird, Jinu Jang, Neel Sundaresan, Shuvendu K. Lahiri",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"Psychologically-Inspired, Unsupervised Inference of Perceptual Groups of GUI Widgets from GUI Images","Mulong Xie, Zhenchang Xing, Sidong Feng, Xiwei (Sherry) Xu, Liming Zhu, Chunyang Chen",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Putting Them under Microscope: A Fine-Grained Approach for Detecting Redundant Test Cases in Natural Language,"Zhiyuan Chang, Mingyang Li, Junjie Wang, Qing Wang, Shoubin Li",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
PyTER: Effective Program Repair for Python Type Errors,"Wonseok Oh, Hakjoo Oh",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Quantifying Community Evolution in Developer Social Networks,"Liang Wang, Ying Li, Jierui Zhang, Xianping Tao",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Quantitative Relational Modelling with QAlloy,"Pedro Silva, Jose Nuno Oliveira, Nuno Macedo, Alcino Cunha",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
RoboFuzz: Fuzzing Robotic Systems over Robot Operating System (ROS) for Finding Correctness Bugs,"Seulbae Kim, Taesoo Kim",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
RULER: Discriminative and Iterative Adversarial Training for Deep Neural Network Fairness,"Guanhong Tao, Weisong Sun, Tingxu Han, Chunrong Fang, Xiangyu Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
SamplingCA: Effective and Efficient Sampling-Based Pairwise Testing for Highly Configurable Software Systems,"Chuan Luo, Qiyuan Zhao, Shaowei Cai, Hongyu Zhang, Chunming Hu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Scenario-Based Test Reduction and Prioritization for Multi-Module Autonomous Driving Systems,"Yao Deng, Xi Zheng, Mengshi Zhang, Guannan Lou, Tianyi Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Security Code Smells in Apps: Are We Getting Better?,Steven Arzt,2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
SEDiff: Scope-Aware Differential Fuzzing to Test Internal Function Models in Symbolic Execution,"Penghui Li, Wei Meng, Kangjie Lu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Semi-supervised Pre-processing for Learning-Based Traceability Framework on Real-World Software Projects,"Liming Dong, He Zhang, Wei Liu, Zhiluo Weng, Hongyu Kuang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Software Security during Modern Code Review: The Developer’s Perspective,"Larissa Braz, Alberto Bacchelli",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
SPINE: A Scalable Log Parser with Feedback Guidance,"Xuheng Wang, Xu Zhang, Liqun Li, Shilin He, Hongyu Zhang, Yudong Liu, Lingling Zheng, Yu Kang, Qingwei Lin, Yingnong Dang, Saravanakumar Rajmohan, Dongmei Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Static Executes-Before Analysis for Event Driven Programs,"Rekha Pai, Abhishek Uppar, Akshatha Shenoy, Pranshul Kushwaha, Deepak D'Souza",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
SymMC: Approximate Model Enumeration and Counting using Symmetry Information for Alloy Specifications,"Wenxi Wang, Yang Hu, Kenneth L. McMillan, Sarfraz Khurshid",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Testing of Autonomous Driving Systems: Where Are We and Where Should We Go?,"Guannan Lou, Yao Deng, Xi Zheng, Mengshi Zhang, Tianyi Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
The Best of Both Worlds: Integrating Semantic Features with Expert Features for Defect Prediction and Localization,"Chao Ni, Wei Wang, Kaiwen Yang, Xin Xia, Kui Liu, David Lo",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
The Evolution of Type Annotations in Python: An Empirical Study,"Luca Di Grazia, Michael Pradel",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Toward Interactive Bug Reporting for (Android App) End-Users,"Yang Song, Junayed Mahmud, Ying Zhou, Oscar Chaparro, Kevin Moran, Andrian Marcus, Denys Poshyvanyk",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
TraceCRL: Contrastive Representation Learning for Microservice Trace Analysis,"Chenxi Zhang, Xin Peng, Tong Zhou, Chaofeng Sha, Zhenghui Yan, Yiru Chen, Yang Hong",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Tracking Patches for Open Source Software Vulnerabilities,"Congying Xu, Bihuan Chen, Chenhao Lu, Kaifeng Huang, Xin Peng, Yang Liu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Understanding Performance Problems in Deep Learning Systems,"Junming Cao, Bihuan Chen, Chao Sun, Longjie Hu, Shuaihong Wu, Xin Peng",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Understanding Skills for OSS Communities on GitHub,"Jenny T. Liang, Thomas Zimmermann, Denae Ford",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Using Graph Neural Networks for Program Termination,"Yoav Alon, Cristina David",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Using Nudges to Accelerate Code Reviews at Scale,"Qianhua Shan, David Sukhdeo, Qianying Huang, Seth Rogers, Lawrence Chen, Elise Paradis, Peter Rigby, Nachiappan Nagappan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"UTANGO: Untangling Commits with Context-Aware, Graph-Based, Code Change Clustering Learning Model","Yi Li, Shaohua Wang, Tien N. Nguyen",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
VulRepair: A T5-Based Automated Software Vulnerability Repair,"Micheal Fu, Kla Tantithamthavorn, Trung Le, Van Nguyen, Dinh Phung",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
What Motivates Software Practitioners to Contribute to Inner Source?,"Zhiyuan Wan, Xin Xia, Yun Zhang, David Lo, zhou daibing, Qiuyuan Chen, Ahmed E. Hassan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
You See What I Want You to See: Poisoning Vulnerabilities in Neural Code Search,"Yao Wan, Shijie Zhang, Hongyu Zhang, Yulei Sui, Guandong Xu, Dezhong Yao, Hai Jin, Lichao Sun",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"A Case Study of Developer Bots: Motivations, Perceptions, and Challenges","Sumit Asthana, Hitesh Sajnani, Elena Voyloshnikova, Birendra Acharya, Kim Herzig",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Accelerating Continuous Integration with Parallel Batch Testing,"Emad Fallahzadeh, Amir Hossein Bavand, Peter Rigby",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
"A Highly Scalable, Hybrid, Cross-Platform Timing Analysis Framework Providing Accurate Differential Throughput Estimation via Instruction-Level Tracing","Min-Yih Hsu, Felicitas Hetzelt, David Gens, Michael Maitland, Michael Franz",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
A Large-scale Empirical Review of Patch Correctness Checking Approaches,"Jun Yang, Yuehan Wang, Yiling Lou, Ming Wen, Lingming Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
A Longitudinal Study of Student Contributions to OSS vs. OSS4SG with a Lightweight Intervention,"Zihan Fang, Madeline Endres, Thomas Zimmermann, Denae Ford, Westley Weimer, Kevin Leach, Yu Huang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
An Automated Approach to Extracting Local Variables,"Xiaye Chi, Hui Liu, Guangjie Li, Weixiao Wang, Yunni Xia, Yanjie Jiang, Yuxia Zhang, Weixing Ji",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Automata-based Trace Analysis for Aiding Diagnosing GUI Testing Tools for Android,"Enze Ma, Shan Huang, weigang he, Ting Su, Jue Wang, Huiyu Liu, Geguang Pu, Zhendong Su",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Automated Testing and Improvement of Named Entity Recognition Systems,"BoXi Yu, Yiyan Hu, Qiuyang Mang, Wenhan Hu, Pinjia He",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Automatically Resolving Dependency-Conflict Building Failures via Behavior-Consistent Loosening of Library Version Constraints,"Huiyan Wang, Shuguan Liu, Lingyu Zhang, Chang Xu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Baldur: Whole-Proof Generation and Repair with Large Language Models,"Emily First, Markus Rabe, Talia Ringer, Yuriy Brun",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Benchmarking Robustness of AI-enabled Multi-sensor Fusion Systems: Challenges and Opportunities,"Xinyu Gao, Zhijie Wang, Yang Feng, Lei Ma, Zhenyu Chen, Baowen Xu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
BiasAsker: Measuring the Bias in Conversational AI System,"Yuxuan Wan, Wenxuan Wang, Pinjia He, Jiazhen Gu, Haonan Bai, Michael Lyu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
BigDataflow: A Distributed Interprocedural Dataflow Analysis Framework,"Zewen Sun, Duanchen Xu, Yiyu Zhang, Yun Qi, Yueyang Wang, Zhiqiang Zuo, Zhaokang Wang, Yue Li, Xuandong Li, Qingda Lu, Wenwen Peng, Shengjian (Daniel) Guo",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
"Building and Sustaining Ethnically, Racially, and Gender Diverse Software Engineering Teams: A Study at Google ","Ella Dagan, Anita Sarma, Alison Chang, Sarah D'Angelo, Jillian Dicker, Emerson Murphy-Hill",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Can Machine Learning Pipelines Be Better Configured?,"Yibo Wang, Ying Wang, Tingwei Zhang, Yue Yu, Shing-Chi Cheung, Hai Yu, Zhiliang Zhu",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Code Coverage Criteria for Asynchronous Programs,"Mohammad Ganji, Saba Alimadadi, Frank Tip",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Co-Dependence Aware Fuzzing for Dataflow-based Big Data Analytics,"Ahmad Humayun, Miryung Kim, Muhammad Ali Gulzar",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
"Commit-level, Neural Vulnerability Detection and Assessment","Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Contextual Predictive Mutation Testing,"Kush Jain, Uri Alon, Alex Groce, Claire Le Goues",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Copiloting the Copilots: Fusing Large Language Models with Completion Engines for Automated Program Repair,"Yuxiang Wei, Chunqiu Steven Xia, Lingming Zhang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Crystallizer: A Hybrid Path Analysis Framework To Aid in Uncovering Deserialization Vulnerabilities,"Prashast Srivastava, Flavio Toffalini, Kostyantyn Vorobyov, François Gauthier, Antonio Bianchi, Mathias Payer",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
DecompoVision: Reliability Analysis of Machine Vision Components Through Decomposition and Reuse,"Boyue Caroline Hu, Lina Marsso, Nikita Dvornik, Huakun Shen, Marsha Chechik",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
DeepDebugger: An Interactive Time-Travelling Debugging Approach for Deep Classifiers,"Xianglin Yang, Yun Lin, Yifan Zhang, Linpeng Huang, Jin Song Dong, Hong Mei",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Deep Learning Based Feature Envy Detection Boosted by Real-World Examples,"Bo Liu, Hui Liu, Guangjie Li, Nan Niu, Zimao Xu, Yifan Wang, Yunni Xia, Yuxia Zhang, Yanjie Jiang",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
DeMinify: Neural Variable Name Recovery and Type Inference,"Yi Li, Aashish Yadavally, Jiaxing Zhang, Shaohua Wang, Tien N. Nguyen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Design by Contract for Deep Learning APIs,"Shibbir Ahmed, Sayem Mohammad Imtiaz, Samantha Syeda Khairunnesa, Breno Dantas Cruz, Hridesh Rajan",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
DistXplore: Distribution-guided Testing for Evaluating and Enhancing Deep Learning Systems,"Longtian Wang, Xiaofei Xie, Xiaoning Du, Meng Tian, Qing Guo, Yang Zheng, Chao Shen",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
Do CONTRIBUTING files provide information about OSS newcomers' onboarding barriers?,"Felipe Fronchetti, David C. Shepherd, Igor Scaliante Wiese, Christoph Treude, Marco Gerosa, Igor Steinmacher",2023,ESEC/FSE - Research Papers,https://2023.esec-fse.org/track/fse-2023-research-papers?#event-overview
