Title,Author(s),Publication Year,Publication Source,Retrieval Link
Efficient Module-Level Dynamic Analysis for Dynamic Languages with Module Recontextualization,"Nikos Vasilakis, Grigoris Ntousakis, Veit Heller, Martin C. Rinard",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Embedding App-Library Graph for Neural Third Party Library Recommendation,"Bo Li, Qiang He, Feifei Chen, Xin Xia, Li Li, John Grundy, Yun Yang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Empirical Study of Transformers for Source Code,"Nadezhda Chirkova, Sergey Troshin",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Estimating Residual Risk in Greybox Fuzzing,"Marcel Böhme, Danushka Liyanage, Valentin Wüstholz",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Explaining Mispredictions of Machine Learning Models using Rule Induction,"Jürgen Cito, Işıl Dillig, Seohyun Kim, Vijayaraghavan Murali, Satish Chandra",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Exposing Numerical Bugs in Deep Learning via Gradient Back-Propagation,"Ming Yan, Junjie Chen, Xiangyu Zhang, Lin Tan, Gan Wang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Fairea: A Model Behaviour Mutation Approach to Benchmarking Bias Mitigation Methods,"Max Hort, Jie M. Zhang, Federica Sarro, Mark Harman",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Fair Preprocessing: Towards Understanding Compositional Fairness of Data Transformers in Machine Learning Pipeline,"Sumon Biswas, Hridesh Rajan",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Feature Trace Recording,"Paul Maximilian Bittner, Alexander Schultheiß, Thomas Thüm, Timo Kehrer, Jeffrey M. Young, Lukas Linsbauer",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Finding Broken Linux Configuration Specifications by Statically Analyzing the Kconfig Language,"Jeho Oh, Necip Fazıl Yıldıran, Julian Braha, Paul Gazzillo",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Flaky Test Detection in Android via Event Order Exploration,"Zhen Dong, Abhishek Tiwari, Xiao Liang Yu, Abhik Roychoudhury",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
FLEX: Fixing Flaky Tests in Machine Learning Projects by Updating Assertion Bounds,"Saikat Dutta, August Shi, Sasa Misailovic",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Generalizable and Interpretable Learning for Configuration Extrapolation,"Yi Ding, Ahsan Pervaiz, Michael Carbin, Henry Hoffmann",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Generating Efficient Solvers from Constraint Models,"Shu Lin, Na Meng, Wenxin Li",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
GLIB: Towards Automated Test Oracle for Graphically-Rich Applications,"Ke Chen, Yufei Li, Yingfeng Chen, Changjie Fan, Zhipeng Hu, Wei Yang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Graph-Based Seed Object Synthesis for Search-Based Unit Testing,"Yun Lin, You Sheng Ong, Jun Sun, Gordon Fraser, Jin Song Dong",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Hazard Analysis for Human-on-the-Loop Interactions in sUAS Systems,"Michael Vierhauser, Md Nafee Al Islam, Ankit Agrawal, Jane Cleland-Huang, James Mason",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
HeteroFuzz: Fuzz Testing to Detect Platform Dependent Divergence for Heterogeneous Applications,"Qian Zhang, Jiyuan Wang, Miryung Kim",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
How Disabled Tests Manifest in Test Maintainability Challenges?,"Dong Jae Kim, Bo Yang, Jinqiu Yang, Tse-Hsun (Peter) Chen",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
iBatch: Saving Ethereum Fees via Secure and Cost-Effective Batching of Smart-Contract Invocations,"Yibo Wang, Qi Zhang, Kai Li, Yuzhe Tang, Jiaqi Chen, Xiapu Luo, Ting Chen",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Identifying Bad Software Changes via Multimodal Anomaly Detection for Online Service Systems,"Nengwen Zhao, Junjie Chen, Zhaoyang Yu, Honglin Wang, Jiesong Li, Bin Qiu, Hongyu Xu, Wenchi Zhang, Kaixin Sui, Dan Pei",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Identifying Casualty Changes in Software Patches,"Adriana Sejfia, Yixue Zhao, Nenad Medvidović",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
IDE Support for Cloud-Based Static Analyses,"Linghui Luo, Martin Schäf, Daniel J Sanchez, Eric Bodden",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
JSISOLATE: Lightweight In-Browser JavaScript Isolation,"Mingxue Zhang, Wei Meng",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
LastPyMile: Identifying the Discrepancy between Sources and Packages,"Duc Ly Vu, Fabio Massacci, Ivan Pashchenko, Henrik Plate, Antonino Sabetta",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Learning-Based Extraction of First-Order Logic Representations of API Directives,"Mingwei Liu, Xin Peng, Andrian Marcus, Christoph Treude, Xuefang Bai, Gang Lyu, Jiazhan Xie, Xiaoxin Zhang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Lightweight and Modular Resource Leak Verification,"Martin Kellogg, Narges Shadab, Manu Sridharan, Michael D. Ernst",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Lightweight Global and Local Contexts Guided Method Name Recommendation with Prior Knowledge,"Shangwen Wang, Ming Wen, Bo Lin, Xiaoguang Mao",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
LS-Sampling: An Effective Local Search Based Sampling Approach for Achieving High t-wise Coverage,"Chuan Luo, Binqi Sun, Bo Qiao, Junjie Chen, Hongyu Zhang, Jinkun Lin, Qingwei Lin, Dongmei Zhang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Metamorphic Testing of Datalog Engines,"Muhammad Numair Mansur, Maria Christakis, Valentin Wüstholz",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Multi-objectivizing Software Configuration Tuning,"Tao Chen, Miqing Li",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
NIL: Large-Scale Detection of Large-Variance Clones,"Tasuku Nakagawa, Yoshiki Higo, Shinji Kusumoto",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Parallel Shadow Execution to Accelerate the Debugging of Numerical Errors,"Sangeeta Chowdhary, Santosh Nagarakatte",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
PHYSFRAME: Type Checking Physical Frames of Reference for Robotic Systems,"Sayali Kate, Michael Chinn, Hongjun Choi, Xiangyu Zhang, Sebastian Elbaum",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Probabilistic Delta Debugging,"Guancheng Wang, Ruobing Shen, Junjie Chen, Yingfei Xiong, Lu Zhang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Probing Model Signal-Awareness via Prediction-Preserving Input Minimization,"Sahil Suneja, Yunhui Zheng, Yufan Zhuang, Jim A. Laredo, Alessandro Morari",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analysis—Development Tools),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analysis—Dynamic Analysis),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analysis—Model Checking),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analysis—Programming Languages),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analysis—Static Analysis and Symbolic Execution),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Code Recommendation),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Code Reviews and Changes),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Continuous Integration and Delivery),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Defect Prediction and Effort Estimation),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Libraries and APIs 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Libraries and APIs 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Metrics),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Mining Software Repositories),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Program Comprehension),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Recommender Systems),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Refactoring),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Software Evolution 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Analytics & Software Evolution—Software Evolution 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Architectures & Design—Cloud Computing 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Architectures & Design—Cloud Computing 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Architectures & Design—Model-Driven Software Engineering),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Blockchain 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Blockchain 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Cyber-Physical Systems 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Cyber-Physical Systems 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Dependability),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Software Security 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Software Security 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Vulnerabilities 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Dependability—Vulnerabilities 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Collaborative Software Engineering),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Developers 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Developers 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—HCI and Mobile),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Human Computer Interaction),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Research Trends in Software Engineering) & Mini-panel,"Elvan Kula, Zoe Kotti, Georgios Gousios, Massimiliano Di Penta",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Software Practices 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Software Practices 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Human Aspects—Software Processes),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (SE & AI—Machine Learning for Software Engineering 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (SE & AI—Machine Learning for Software Engineering 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (SE & AI—Search Based Software Engineering),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (SE & AI—Software Engineering for Machine Learning 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (SE & AI—Software Engineering for Machine Learning 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Analysis and Testing of Unconventional Software),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Approximations in Testing and Analysis),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Bug Characterization and Fixing),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Debugging 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Debugging 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Failures and Fault Localization),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Flaky Tests),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Fuzzing),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Mobile Analysis and Testing),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Program Repair 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Program Repair 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Test Generation 1),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Test Generation 2),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Testing of Machine Learning Models),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Q&A (Testing—Test Prioritization and Selection),,2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Reassessing Automatic Evaluation Metrics for Code Summarization Tasks,"Devjeet Roy, Sarah Fakhoury, Venera Arnaoudova",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Reel Life vs. Real Life: How Software Developers Share Their Daily Life through Vlogs,"Souti Chattopadhyay, Thomas Zimmermann, Denae Ford",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Semantic Bug Seeding: A Learning-Based Approach for Creating Realistic Bugs,"Jibesh Patra, Michael Pradel",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Skeletal Approximation Enumeration for SMT Solver Testing,"Peisen Yao, Heqing Huang, Wensheng Tang, Qingkai Shi, Rongxin Wu, Charles Zhang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
SmartCommit: A Graph-Based Interactive Assistant for Activity-Oriented Commits,"Bo Shen, Wei Zhang, Christian Kästner, Haiyan Zhao, Zhao Wei, Guangtai Liang, Zhi Jin",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Sound and Efficient Concurrency Bug Prediction,"Yan Cai, Hao Yun, Jinqiu Wang, Lei Qiao, Jens Palsberg",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
StateFormer: Fine-Grained Type Recovery from Binaries using Generative State Modeling,"Kexin Pei, Jonas Guan, Matthew Broughton, Zhongtian Chen, Songchen Yao, David Williams-King, Vikas Ummadisetty, Junfeng Yang, Baishakhi Ray, Suman Jana",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Sustainability Forecasting for Apache Incubator Projects,"Likang Yin, Zhuangzhi Chen, Qi Xuan, Vladimir Filkov",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Swarmbug: Debugging Configuration Bugs in Swarm Robotics,"Chijung Jung, Ali Ahad, Jinho Jung, Sebastian Elbaum, Yonghwi Kwon",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Symbolic Parallel Adaptive Importance Sampling for Probabilistic Program Analysis,"Yicheng Luo, Antonio Filieri, Yuan Zhou",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
SynGuar: Guaranteeing Generalization in Programming by Example,"Bo Wang, Teodora Baluta, Aashish Kolluri, Prateek Saxena",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Synthesis of Web Layouts from Examples,"Dylan Lukes, John Sarracino, Cora Coleman, Hila Peleg, Sorin Lerner, Nadia Polikarpova",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
TaintStream: Fine-Grained Taint Tracking for Big Data Platforms through Dynamic Code Translation,"Chengxu Yang, Yuanchun Li, Mengwei Xu, Zhenpeng Chen, Yunxin Liu, Gang Huang, Xuanzhe Liu",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Timely and Accurate Detection of Model Deviation in Self-Adaptive Software-Intensive Systems,"Yanxiang Tong, Yi Qin, Yanyan Jiang, Chang Xu, Chun Cao, Xiaoxing Ma",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
To Read or to Rotate? Comparing the Effects of Technical Reading Training and Spatial Skills Training on Novice Programming Ability,"Madeline Endres, Madison Fansher, Priti Shah, Westley Weimer",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Toward Efficient Interactions between Python and Native Libraries,"Jialiang Tan, Yu Chen, Zhenming Liu, Bin Ren, Shuaiwen Leon Song, Xipeng Shen, Xu Liu",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Understanding and Detecting Server-Side Request Races in Web Applications,"Zhengyi Qiu, Shudi Shao, Qi Zhao, Guoliang Jin",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Understanding Neural Code Intelligence through Program Simplification,"Md Rafiqul Islam Rabin, Vincent J. Hellendoorn, Amin Alipour",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Validation on Machine Reading Comprehension Software without Annotated Labels: A Property-Based Method,"Songqiang Chen, Shuo Jin, Xiaoyuan Xie",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
VarFix: Balancing Edit Expressiveness and Search Effectiveness in Automated Program Repair,"Chu-Pan Wong, Priscila Santiesteban, Christian Kästner, Claire Le Goues",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Vet: Identifying and Avoiding UI Exploration Tarpits,"Wenyu Wang, Wei Yang, Tianyin Xu, Tao Xie",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Vulnerability Detection with Fine-Grained Interpretations,"Yi Li, Shaohua Wang, Tien N. Nguyen",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Which Abbreviations Should Be Expanded?,"Yanjie Jiang, Hui Liu, Yuxia Zhang, Nan Niu, Yuhai Zhao, Lu Zhang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
Would You Like a Quick Peek? Providing Logging Support to Monitor Data Processing in Big Data Applications,"Zehao Wang, Haoxiang Zhang, Tse-Hsun (Peter) Chen, Shaowei Wang",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
XAI Tools in the Public Sector: A Case Study on Predicting Combined Sewer Overflows,"Nicholas Maltbie, Nan Niu, Matthew Van Doren, Reese Johnson",2021,ESEC/FSE - Research Papers,https://2021.esec-fse.org/track/fse-2021-papers?#event-overview
23 Shades of Self-Admitted Technical Debt: An Empirical Study on Machine Learning Software,"David OBrien, Sumon Biswas, Sayem Mohammad Imtiaz, Rabe Abdalkareem, Emad Shihab, Hridesh Rajan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"A Case Study of Implicit Mentoring, Its Prevalence, and Impact in Apache","Zixuan Feng, Amreeta Chatterjee, Anita Sarma, Iftekhar Ahmed",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
AccessiText: Automated Detection of Text Accessibility Issues in Android Apps,"Abdulaziz Alshayban, Sam Malek",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Accurate Method and Variable Tracking in Commit History,"Mehran Jodavi, Nikolaos Tsantalis",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Actionable and Interpretable Fault Localization for Recurring Failures in Online Service Systems,"Zeyan Li, Nengwen Zhao, Mingjie Li, Xianglin Lu, Lixin Wang, Dongdong Chang, Xiaohui Nie, Li Cao, Wenchi Zhang, Kaixin Sui, Yanhua Wang, Xu Du, Guoqiang Duan, Dan Pei",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Adaptive Fairness Improvement Based on Causality Analysis,"Mengdi Zhang, Jun Sun",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
AgileCtrl: A Self-Adaptive Framework for Configuration Tuning,"Shu Wang, Henry Hoffmann, Shan Lu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
"An Empirical Study of Blockchain System Vulnerabilities: Modules, Types, and Patterns","Xiao Yi, Daoyuan Wu, Lingxiao Jiang, Yuzhou Fang, Kehuan Zhang, Wei Zhang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
An Exploratory Study on the Predominant Programming Paradigms in Python Code,"Robert Dyer, Jigyasa Chauhan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
API Recommendation for Machine Learning Libraries: How Far Are We?,"Moshi Wei, Yuchao Huang, Junjie Wang, Jiho Shin, Nima Shiri Harzevili, Song Wang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
A Retrospective Study of One Decade of Artifact Evaluations,"Stefan Winter, Christopher Steven Timperley, Ben Hermann, Jürgen Cito, Jonathan Bell, Michael Hilton, Dirk Beyer",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Are We Building on the Rock? On the Importance of Data Preprocessing for Code Summarization,"Lin Shi, Fangwen Mu, Xiao Chen, Song Wang, Junjie Wang, Ye Yang, Ge Li, Xin Xia, Qing Wang",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Asynchronous Technical Interviews: Reducing the Effect of Supervised Think-Aloud on Communication Ability,"Mahnaz (Mana) Behroozi, Chris Parnin, Chris Brown",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
AUGER: Automatically Generating Review Comments with Pre-training Models,"Lingwei Li, Li Yang, Huaxi Jiang, Jun Yan, Tiejian Luo, Zihan Hua, Geng Liang, Chun Zuo",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Automated Unearthing of Dangerous Issue Reports,"Shengyi Pan, Jiayuan Zhou, Filipe Cogo, Xin Xia, Lingfeng Bao , Xing Hu, Shanping Li, Ahmed E. Hassan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Automatically Deriving JavaScript Static Analyzers from Specifications using Meta-level Static Analysis,"Jihyeok Park, Seungmin An, Sukyoung Ryu",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
Automating Code Review Activities by Large-Scale Pre-training,"Zhiyu Li, Shuai Lu, Daya Guo, Nan Duan, Shailesh Jannu, Grant Jenks, Deep Majumder, Jared Green, Alexey Svyatkovskiy, Shengyu Fu, Neel Sundaresan",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
AutoPruner: Transformer-Based Call Graph Pruning,"Le-Cong Thanh, Hong Jin Kang, Truong Giang Nguyen, Stefanus Agus Haryono, David Lo, Xuan-Bach D. Le, Quyet Thang Huynh",2022,ESEC/FSE - Research Papers,https://2022.esec-fse.org/track/fse-2022-research-papers?#event-overview
